id,name,property_id,room_id,propertyutil_id,value,details,created_at,updated_at
1121,mirror,47,0,8,0,NULL,"2016-11-08 19:57:23","2016-11-08 19:57:23"
1123,commode,47,0,8,0,NULL,"2016-11-08 19:57:23","2016-11-08 19:57:23"
1124,geyser,47,0,8,0,NULL,"2016-11-08 19:57:23","2016-11-08 19:57:23"
1125,bed,47,126,0,0,NULL,"2016-11-08 19:57:23","2016-11-08 19:57:23"
1126,wardrobe,47,126,0,0,NULL,"2016-11-08 19:57:23","2016-11-08 19:57:23"
1127,studytablechair,47,126,0,0,NULL,"2016-11-08 19:57:23","2016-11-08 19:57:23"
1128,sharedbathroom,47,126,0,0,NULL,"2016-11-08 19:57:23","2016-11-08 19:57:23"
1130,mirror,47,0,9,0,NULL,"2016-11-08 19:57:23","2016-11-08 19:57:23"
1132,geyser,47,0,9,0,NULL,"2016-11-08 19:57:23","2016-11-08 19:57:23"
1159,gym,49,0,0,,NULL,"2016-11-14 13:29:01","2016-11-14 13:29:01"
1160,swimmingpool,49,0,0,,NULL,"2016-11-14 13:29:01","2016-11-14 13:29:01"
1161,clubhouse,49,0,0,,NULL,"2016-11-14 13:29:01","2016-11-14 13:29:01"
1162,tenniscourt,49,0,0,,NULL,"2016-11-14 13:29:01","2016-11-14 13:29:01"
1163,attachedbathroom,49,130,0,,NULL,"2016-11-14 13:37:37","2016-11-14 13:37:37"
1164,curtainrods,49,130,0,,NULL,"2016-11-14 13:37:37","2016-11-14 13:37:37"
1165,curtains,49,130,0,,NULL,"2016-11-14 13:37:37","2016-11-14 13:37:37"
1166,balcony,50,0,0,,NULL,"2016-11-15 15:04:18","2016-11-15 15:04:18"
1167,gym,50,0,0,1,NULL,"2016-11-15 15:04:18","2016-11-15 15:04:18"
1168,carparking,50,0,0,,NULL,"2016-11-15 15:04:18","2016-11-15 15:04:18"
1169,swimmingpool,50,0,0,1,NULL,"2016-11-15 15:04:18","2016-11-15 15:04:18"
1170,bed,51,0,0,0,NULL,"2016-11-15 18:59:59","2016-11-15 18:59:59"
1171,wardrobe,51,0,0,0,NULL,"2016-11-15 19:00:00","2016-11-15 19:00:00"
1172,washingmachine,51,0,0,0,NULL,"2016-11-15 19:00:00","2016-11-15 19:00:00"
1173,fridge,51,0,0,0,NULL,"2016-11-15 19:00:00","2016-11-15 19:00:00"
1174,attachedbathroom,51,0,0,0,NULL,"2016-11-15 19:00:00","2016-11-15 19:00:00"
1175,balcony,51,0,0,0,NULL,"2016-11-15 19:00:00","2016-11-15 19:00:00"
1176,kitchencabinet,51,0,0,0,NULL,"2016-11-15 19:00:00","2016-11-15 19:00:00"
1178,chimney,51,0,0,0,NULL,"2016-11-15 19:00:00","2016-11-15 19:00:00"
1181,curtainrods,51,0,0,0,NULL,"2016-11-15 19:00:00","2016-11-15 19:00:00"
1184,geyser,51,0,0,0,NULL,"2016-11-15 19:00:00","2016-11-15 19:00:00"
1185,windowmesh,51,0,12,0,NULL,"2016-11-15 19:00:00","2016-11-15 19:00:00"
1186,washbasin,51,0,13,0,NULL,"2016-11-15 19:00:00","2016-11-15 19:00:00"
1187,kitchencabinets,51,0,13,0,NULL,"2016-11-15 19:00:00","2016-11-15 19:00:00"
1188,chimney,51,0,13,0,NULL,"2016-11-15 19:00:00","2016-11-15 19:00:00"
1189,bed,51,131,0,,NULL,"2016-11-15 19:16:48","2016-11-15 19:16:48"
1190,wardrobe,51,131,0,,NULL,"2016-11-15 19:16:48","2016-11-15 19:16:48"
1191,attachedbathroom,51,131,0,,NULL,"2016-11-15 19:16:48","2016-11-15 19:16:48"
1195,clubhouse,52,0,0,0,NULL,"2016-11-20 12:26:32","2016-11-20 12:26:32"
1200,washbasin,52,0,15,0,NULL,"2016-11-20 12:26:32","2016-11-20 12:26:32"
1201,kitchencabinets,52,0,15,0,NULL,"2016-11-20 12:26:32","2016-11-20 12:26:32"
1202,gaspoint,52,0,15,0,NULL,"2016-11-20 12:26:32","2016-11-20 12:26:32"
1203,bed,52,132,0,0,NULL,"2016-11-20 12:26:32","2016-11-20 12:26:32"
1204,wardrobe,52,132,0,0,NULL,"2016-11-20 12:26:32","2016-11-20 12:26:32"
1205,tv,52,132,0,0,NULL,"2016-11-20 12:26:32","2016-11-20 12:26:32"
1206,studytablechair,52,132,0,0,NULL,"2016-11-20 12:26:32","2016-11-20 12:26:32"
1207,attachedbathroom,52,132,0,0,NULL,"2016-11-20 12:26:32","2016-11-20 12:26:32"
1208,exhaust,52,0,16,0,NULL,"2016-11-20 12:26:32","2016-11-20 12:26:32"
1217,mirror,52,0,17,0,NULL,"2016-11-20 12:26:32","2016-11-20 12:26:32"
1218,shower,52,0,17,0,NULL,"2016-11-20 12:26:32","2016-11-20 12:26:32"
1219,geyser,52,0,17,0,NULL,"2016-11-20 12:26:32","2016-11-20 12:26:32"
1220,balcony,52,132,0,0,NULL,"2016-11-20 12:26:32","2016-11-20 12:26:32"
1221,washingmachine,53,0,0,1,NULL,"2016-11-23 04:36:48","2016-11-23 04:36:48"
1222,fridge,53,0,0,1,NULL,"2016-11-23 04:36:48","2016-11-23 04:36:48"
1223,balcony,53,0,0,,NULL,"2016-11-23 04:36:48","2016-11-23 04:36:48"
1224,gym,53,0,0,1,NULL,"2016-11-23 04:36:48","2016-11-23 04:36:48"
1225,carparking,53,0,0,,NULL,"2016-11-23 04:36:48","2016-11-23 04:36:48"
1226,swimmingpool,53,0,0,1,NULL,"2016-11-23 04:36:48","2016-11-23 04:36:48"
1230,clubhouse,54,0,0,0,NULL,"2016-12-05 11:05:51","2016-12-05 11:05:51"
1238,bed,54,134,0,0,NULL,"2016-12-05 11:05:51","2016-12-05 11:05:51"
1239,studytablechair,54,134,0,0,NULL,"2016-12-05 11:05:51","2016-12-05 11:05:51"
1240,attachedbathroom,54,134,0,0,NULL,"2016-12-05 11:05:51","2016-12-05 11:05:51"
1242,geyser,54,0,43,0,NULL,"2016-12-05 11:05:51","2016-12-05 11:05:51"
1243,sharedbathroom,54,135,0,0,NULL,"2016-12-05 11:05:51","2016-12-05 11:05:51"
1253,wardrobe,54,134,0,,NULL,"2016-12-05 14:12:10","2016-12-05 14:12:10"
1254,bed,54,135,0,,NULL,"2016-12-05 14:12:10","2016-12-05 14:12:10"
1255,wardrobe,54,135,0,,NULL,"2016-12-05 14:12:10","2016-12-05 14:12:10"
1256,studytablechair,54,135,0,,NULL,"2016-12-05 14:12:10","2016-12-05 14:12:10"
1257,exhaust,54,135,44,,NULL,"2016-12-05 14:12:10","2016-12-05 14:12:10"
1258,washbasin,54,135,44,,NULL,"2016-12-05 14:12:10","2016-12-05 14:12:10"
1259,bed,54,136,0,,NULL,"2016-12-05 14:18:53","2016-12-05 14:18:53"
1260,wardrobe,54,136,0,,NULL,"2016-12-05 14:18:53","2016-12-05 14:18:53"
1261,studytablechair,54,136,0,,NULL,"2016-12-05 14:18:53","2016-12-05 14:18:53"
1262,exhaust,54,136,46,,NULL,"2016-12-05 14:22:31","2016-12-05 14:22:31"
1263,washbasin,54,136,46,,NULL,"2016-12-05 14:22:31","2016-12-05 14:22:31"
1267,swimmingpool,55,0,0,0,NULL,"2016-12-06 03:26:05","2016-12-06 03:26:05"
1270,clubhouse,55,0,0,0,NULL,"2016-12-06 03:26:05","2016-12-06 03:26:05"
1275,washbasin,55,0,48,0,NULL,"2016-12-06 03:26:05","2016-12-06 03:26:05"
1277,bed,55,137,0,0,NULL,"2016-12-06 03:26:05","2016-12-06 03:26:05"
1278,wardrobe,55,137,0,0,NULL,"2016-12-06 03:26:05","2016-12-06 03:26:05"
1279,studytablechair,55,137,0,0,NULL,"2016-12-06 03:26:05","2016-12-06 03:26:05"
1280,attachedbathroom,55,137,0,0,NULL,"2016-12-06 03:26:05","2016-12-06 03:26:05"
1281,bed,55,138,0,0,NULL,"2016-12-06 03:26:05","2016-12-06 03:26:05"
1282,wardrobe,55,138,0,0,NULL,"2016-12-06 03:26:05","2016-12-06 03:26:05"
1283,studytablechair,55,138,0,0,NULL,"2016-12-06 03:26:05","2016-12-06 03:26:05"
1284,attachedbathroom,55,138,0,0,NULL,"2016-12-06 03:26:05","2016-12-06 03:26:05"
1285,bed,55,139,0,0,NULL,"2016-12-06 03:26:05","2016-12-06 03:26:05"
1286,wardrobe,55,139,0,0,NULL,"2016-12-06 03:26:05","2016-12-06 03:26:05"
1287,studytablechair,55,139,0,0,NULL,"2016-12-06 03:26:05","2016-12-06 03:26:05"
1288,attachedbathroom,55,139,0,0,NULL,"2016-12-06 03:26:05","2016-12-06 03:26:05"
1290,balcony,55,139,0,0,NULL,"2016-12-06 03:26:05","2016-12-06 03:26:05"
1292,exhaust,55,137,49,,NULL,"2016-12-06 03:37:05","2016-12-06 03:37:05"
1293,washbasin,55,137,49,,NULL,"2016-12-06 03:37:05","2016-12-06 03:37:05"
1296,swimmingpool,56,0,0,0,NULL,"2016-12-16 10:32:58","2016-12-16 10:32:58"
1297,clubhouse,56,0,0,0,NULL,"2016-12-16 10:32:58","2016-12-16 10:32:58"
1298,tenniscourt,56,0,0,0,NULL,"2016-12-16 10:32:58","2016-12-16 10:32:58"
1306,bed,56,140,0,0,NULL,"2016-12-16 10:32:58","2016-12-16 10:32:58"
1307,wardrobe,56,140,0,0,NULL,"2016-12-16 10:32:58","2016-12-16 10:32:58"
1308,studytablechair,56,140,0,0,NULL,"2016-12-16 10:32:58","2016-12-16 10:32:58"
1309,attachedbathroom,56,140,0,0,NULL,"2016-12-16 10:32:58","2016-12-16 10:32:58"
1310,washbasin,56,0,76,0,NULL,"2016-12-16 10:32:58","2016-12-16 10:32:58"
1313,bed,56,141,0,0,NULL,"2016-12-16 10:32:58","2016-12-16 10:32:58"
1314,wardrobe,56,141,0,0,NULL,"2016-12-16 10:32:58","2016-12-16 10:32:58"
1315,studytablechair,56,141,0,0,NULL,"2016-12-16 10:32:58","2016-12-16 10:32:58"
1316,attachedbathroom,56,141,0,0,NULL,"2016-12-16 10:32:58","2016-12-16 10:32:58"
1317,washbasin,56,0,77,0,NULL,"2016-12-16 10:32:58","2016-12-16 10:32:58"
1320,bed,56,142,0,0,NULL,"2016-12-16 10:32:58","2016-12-16 10:32:58"
1321,wardrobe,56,142,0,0,NULL,"2016-12-16 10:32:58","2016-12-16 10:32:58"
1322,studytablechair,56,142,0,0,NULL,"2016-12-16 10:32:58","2016-12-16 10:32:58"
1323,attachedbathroom,56,142,0,0,NULL,"2016-12-16 10:32:58","2016-12-16 10:32:58"
1324,washbasin,56,0,78,0,NULL,"2016-12-16 10:32:58","2016-12-16 10:32:58"
1327,bed,56,143,0,0,NULL,"2016-12-16 10:32:58","2016-12-16 10:32:58"
1328,wardrobe,56,143,0,0,NULL,"2016-12-16 10:32:58","2016-12-16 10:32:58"
1329,studytablechair,56,143,0,0,NULL,"2016-12-16 10:32:58","2016-12-16 10:32:58"
1330,attachedbathroom,56,143,0,0,NULL,"2016-12-16 10:32:58","2016-12-16 10:32:58"
1331,washbasin,56,0,79,0,NULL,"2016-12-16 10:32:58","2016-12-16 10:32:58"
1339,callingbell,56,0,84,,NULL,"2016-12-16 12:04:15","2016-12-16 12:04:15"
1343,swimmingpool,57,0,0,0,NULL,"2016-12-23 20:10:43","2016-12-23 20:10:43"
1344,clubhouse,57,0,0,0,NULL,"2016-12-23 20:10:43","2016-12-23 20:10:43"
1347,exhaust,57,0,86,0,NULL,"2016-12-23 20:10:43","2016-12-23 20:10:43"
1348,washbasin,57,0,86,0,NULL,"2016-12-23 20:10:43","2016-12-23 20:10:43"
1351,bed,57,144,0,0,NULL,"2016-12-23 20:10:43","2016-12-23 20:10:43"
1352,wardrobe,57,144,0,0,NULL,"2016-12-23 20:10:43","2016-12-23 20:10:43"
1353,studytablechair,57,144,0,0,NULL,"2016-12-23 20:10:43","2016-12-23 20:10:43"
1354,sharedbathroom,57,144,0,0,NULL,"2016-12-23 20:10:43","2016-12-23 20:10:43"
1355,washbasin,57,0,87,0,NULL,"2016-12-23 20:10:43","2016-12-23 20:10:43"
1358,bed,57,145,0,0,NULL,"2016-12-23 20:10:43","2016-12-23 20:10:43"
1359,wardrobe,57,145,0,0,NULL,"2016-12-23 20:10:43","2016-12-23 20:10:43"
1360,studytablechair,57,145,0,0,NULL,"2016-12-23 20:10:43","2016-12-23 20:10:43"
1361,bed,57,146,0,0,NULL,"2016-12-23 20:10:43","2016-12-23 20:10:43"
1362,wardrobe,57,146,0,0,NULL,"2016-12-23 20:10:43","2016-12-23 20:10:43"
1363,studytablechair,57,146,0,0,NULL,"2016-12-23 20:10:43","2016-12-23 20:10:43"
1364,attachedbathroom,57,146,0,0,NULL,"2016-12-23 20:10:43","2016-12-23 20:10:43"
1365,washbasin,57,0,88,0,NULL,"2016-12-23 20:10:43","2016-12-23 20:10:43"
1371,sharedbathroom,57,145,0,,NULL,"2016-12-23 20:16:17","2016-12-23 20:16:17"
1372,exhaust,57,0,85,,NULL,"2016-12-23 21:55:16","2016-12-23 21:55:16"
1373,washbasin,57,0,85,,NULL,"2016-12-23 21:55:16","2016-12-23 21:55:16"
1374,kitchencabinets,57,0,85,,NULL,"2016-12-23 21:55:16","2016-12-23 21:55:16"
1375,gaspoint,57,0,85,,NULL,"2016-12-23 21:55:16","2016-12-23 21:55:16"
1376,washbasin,55,0,47,,NULL,"2016-12-23 22:03:30","2016-12-23 22:03:30"
1377,kitchencabinets,55,0,47,,NULL,"2016-12-23 22:03:30","2016-12-23 22:03:30"
1378,washbasin,52,0,14,,NULL,"2016-12-25 17:05:45","2016-12-25 17:05:45"
1379,kitchencabinets,52,0,14,,NULL,"2016-12-25 17:05:45","2016-12-25 17:05:45"
1380,gaspoint,52,0,14,,NULL,"2016-12-25 17:05:45","2016-12-25 17:05:45"
1381,bed,52,147,0,,NULL,"2016-12-25 17:08:40","2016-12-25 17:08:40"
1382,wardrobe,52,147,0,,NULL,"2016-12-25 17:08:40","2016-12-25 17:08:40"
1383,washbasin,52,147,98,,NULL,"2016-12-25 17:10:41","2016-12-25 17:10:41"
1384,bed,52,148,0,,NULL,"2016-12-25 17:10:41","2016-12-25 17:10:41"
1385,wardrobe,52,148,0,,NULL,"2016-12-25 17:10:41","2016-12-25 17:10:41"
1386,studytablechair,52,148,0,,NULL,"2016-12-25 17:10:41","2016-12-25 17:10:41"
1387,bed,52,149,0,,NULL,"2016-12-25 17:12:11","2016-12-25 17:12:11"
1388,wardrobe,52,149,0,,NULL,"2016-12-25 17:12:11","2016-12-25 17:12:11"
1389,studytablechair,52,149,0,,NULL,"2016-12-25 17:12:11","2016-12-25 17:12:11"
1394,washbasin,54,0,41,,NULL,"2016-12-29 22:17:03","2016-12-29 22:17:03"
1395,kitchencabinets,54,0,41,,NULL,"2016-12-29 22:17:03","2016-12-29 22:17:03"
1399,swimmingpool,58,0,0,0,NULL,"2017-01-06 17:07:48","2017-01-06 17:07:48"
1400,clubhouse,58,0,0,0,NULL,"2017-01-06 17:07:48","2017-01-06 17:07:48"
1401,tenniscourt,58,0,0,0,NULL,"2017-01-06 17:07:48","2017-01-06 17:07:48"
1410,bed,58,150,0,0,NULL,"2017-01-06 17:07:48","2017-01-06 17:07:48"
1411,wardrobe,58,150,0,0,NULL,"2017-01-06 17:07:48","2017-01-06 17:07:48"
1412,studytablechair,58,150,0,0,NULL,"2017-01-06 17:07:48","2017-01-06 17:07:48"
1413,washbasin,58,0,119,0,NULL,"2017-01-06 17:07:48","2017-01-06 17:07:48"
1417,bed,58,151,0,0,NULL,"2017-01-06 17:07:48","2017-01-06 17:07:48"
1418,wardrobe,58,151,0,0,NULL,"2017-01-06 17:07:48","2017-01-06 17:07:48"
1419,studytablechair,58,151,0,0,NULL,"2017-01-06 17:07:48","2017-01-06 17:07:48"
1420,attachedbathroom,58,151,0,0,NULL,"2017-01-06 17:07:48","2017-01-06 17:07:48"
1421,balcony,58,151,0,0,NULL,"2017-01-06 17:07:48","2017-01-06 17:07:48"
1422,mirror,58,0,120,0,NULL,"2017-01-06 17:07:48","2017-01-06 17:07:48"
1424,geyser,58,0,120,0,NULL,"2017-01-06 17:07:48","2017-01-06 17:07:48"
1425,bed,58,152,0,0,NULL,"2017-01-06 17:07:48","2017-01-06 17:07:48"
1426,wardrobe,58,152,0,0,NULL,"2017-01-06 17:07:48","2017-01-06 17:07:48"
1427,studytablechair,58,152,0,0,NULL,"2017-01-06 17:07:48","2017-01-06 17:07:48"
1428,attachedbathroom,58,152,0,0,NULL,"2017-01-06 17:07:48","2017-01-06 17:07:48"
1429,mirror,58,0,121,0,NULL,"2017-01-06 17:07:48","2017-01-06 17:07:48"
1431,geyser,58,0,121,0,NULL,"2017-01-06 17:07:48","2017-01-06 17:07:48"
1432,washbasin,58,0,117,,NULL,"2017-01-06 17:09:38","2017-01-06 17:09:38"
1433,kitchencabinets,58,0,117,,NULL,"2017-01-06 17:09:38","2017-01-06 17:09:38"
1434,gaspoint,58,0,117,,NULL,"2017-01-06 17:09:38","2017-01-06 17:09:38"
1435,chimney,58,0,117,,NULL,"2017-01-06 17:09:38","2017-01-06 17:09:38"
1436,tvstand,58,0,122,,NULL,"2017-01-06 17:17:19","2017-01-06 17:17:19"
1437,showcase,58,0,122,,NULL,"2017-01-06 17:17:19","2017-01-06 17:17:19"
1438,windowmesh,58,0,122,,NULL,"2017-01-06 17:17:19","2017-01-06 17:17:19"
1439,callingbell,58,0,122,,NULL,"2017-01-06 17:17:19","2017-01-06 17:17:19"
1449,swimmingpool,61,0,0,0,NULL,"2017-01-19 19:59:37","2017-01-19 19:59:37"
1450,clubhouse,61,0,0,0,NULL,"2017-01-19 19:59:37","2017-01-19 19:59:37"
1451,tenniscourt,61,0,0,0,NULL,"2017-01-19 19:59:37","2017-01-19 19:59:37"
1460,bed,61,153,0,0,NULL,"2017-01-19 19:59:37","2017-01-19 19:59:37"
1461,wardrobe,61,153,0,0,NULL,"2017-01-19 19:59:37","2017-01-19 19:59:37"
1462,attachedbathroom,61,153,0,0,NULL,"2017-01-19 19:59:37","2017-01-19 19:59:37"
1463,balcony,61,153,0,0,NULL,"2017-01-19 19:59:37","2017-01-19 19:59:37"
1464,dressingtable,61,153,0,0,NULL,"2017-01-19 19:59:37","2017-01-19 19:59:37"
1465,mirror,61,153,0,0,NULL,"2017-01-19 19:59:37","2017-01-19 19:59:37"
1466,exhaust,61,0,126,0,NULL,"2017-01-19 19:59:37","2017-01-19 19:59:37"
1467,washbasin,61,0,126,0,NULL,"2017-01-19 19:59:37","2017-01-19 19:59:37"
1497,tvstand,61,0,127,,NULL,"2017-01-19 20:40:05","2017-01-19 20:40:05"
1498,bed,61,154,0,,NULL,"2017-01-19 20:43:01","2017-01-19 20:43:01"
1499,wardrobe,61,154,0,,NULL,"2017-01-19 20:43:01","2017-01-19 20:43:01"
1500,attachedbathroom,61,154,0,,NULL,"2017-01-19 20:43:01","2017-01-19 20:43:01"
1501,dressingtable,61,154,0,,NULL,"2017-01-19 20:43:01","2017-01-19 20:43:01"
1502,mirror,61,154,0,,NULL,"2017-01-19 20:49:55","2017-01-19 20:49:55"
1503,bed,61,155,0,,NULL,"2017-01-19 21:12:34","2017-01-19 21:12:34"
1504,wardrobe,61,155,0,,NULL,"2017-01-19 21:12:34","2017-01-19 21:12:34"
1505,studytablechair,61,155,0,,NULL,"2017-01-19 21:12:34","2017-01-19 21:12:34"
1506,sharedbathroom,61,155,0,,NULL,"2017-01-19 21:12:34","2017-01-19 21:12:34"
1507,dressingtable,61,155,0,,NULL,"2017-01-19 21:12:34","2017-01-19 21:12:34"
1508,bed,61,156,0,,NULL,"2017-01-19 21:12:34","2017-01-19 21:12:34"
1509,wardrobe,61,156,0,,NULL,"2017-01-19 21:12:34","2017-01-19 21:12:34"
1510,sharedbathroom,61,156,0,,NULL,"2017-01-19 21:12:34","2017-01-19 21:12:34"
1511,dressingtable,61,156,0,,NULL,"2017-01-19 21:12:34","2017-01-19 21:12:34"
1512,exhaust,36,89,38,,NULL,"2017-01-20 18:15:05","2017-01-20 18:15:05"
1513,washbasin,36,89,38,,NULL,"2017-01-20 18:15:05","2017-01-20 18:15:05"
1514,exhaust,37,0,132,,NULL,"2017-01-20 21:53:25","2017-01-20 21:53:25"
1515,washbasin,37,0,132,,NULL,"2017-01-20 21:53:25","2017-01-20 21:53:25"
1516,kitchencabinets,37,0,132,,NULL,"2017-01-20 21:53:25","2017-01-20 21:53:25"
1517,gaspoint,37,0,132,,NULL,"2017-01-20 21:53:25","2017-01-20 21:53:25"
1518,chimney,37,0,132,,NULL,"2017-01-20 21:53:25","2017-01-20 21:53:25"
1519,exhaust,37,0,133,,NULL,"2017-01-20 21:53:25","2017-01-20 21:53:25"
1520,exhaust,37,92,134,,NULL,"2017-01-20 21:53:25","2017-01-20 21:53:25"
1521,washbasin,37,92,134,,NULL,"2017-01-20 21:53:25","2017-01-20 21:53:25"
1522,exhaust,37,93,135,,NULL,"2017-01-20 21:53:25","2017-01-20 21:53:25"
1523,washbasin,37,93,135,,NULL,"2017-01-20 21:53:25","2017-01-20 21:53:25"
1524,exhaust,37,95,137,,NULL,"2017-01-20 21:53:26","2017-01-20 21:53:26"
1525,washbasin,37,95,137,,NULL,"2017-01-20 21:53:26","2017-01-20 21:53:26"
1527,clubhouse,62,0,0,0,NULL,"2017-02-11 15:53:39","2017-02-11 15:53:39"
1528,tenniscourt,62,0,0,0,NULL,"2017-02-11 15:53:39","2017-02-11 15:53:39"
1529,bed,62,157,0,0,NULL,"2017-02-11 15:53:39","2017-02-11 15:53:39"
1530,wardrobe,62,157,0,0,NULL,"2017-02-11 15:53:39","2017-02-11 15:53:39"
1531,studytablechair,62,157,0,0,NULL,"2017-02-11 15:53:39","2017-02-11 15:53:39"
1532,attachedbathroom,62,157,0,0,NULL,"2017-02-11 15:53:39","2017-02-11 15:53:39"
1533,mirror,62,157,0,0,NULL,"2017-02-11 15:53:39","2017-02-11 15:53:39"
1534,mirror,62,0,140,0,NULL,"2017-02-11 15:53:39","2017-02-11 15:53:39"
1535,geyser,62,0,140,0,NULL,"2017-02-11 15:53:39","2017-02-11 15:53:39"
1536,bed,62,158,0,0,NULL,"2017-02-11 15:53:39","2017-02-11 15:53:39"
1537,wardrobe,62,158,0,0,NULL,"2017-02-11 15:53:39","2017-02-11 15:53:39"
1538,studytablechair,62,158,0,0,NULL,"2017-02-11 15:53:39","2017-02-11 15:53:39"
1539,mirror,62,0,141,0,NULL,"2017-02-11 15:53:39","2017-02-11 15:53:39"
1540,geyser,62,0,141,0,NULL,"2017-02-11 15:53:39","2017-02-11 15:53:39"
1541,bed,62,159,0,0,NULL,"2017-02-11 15:53:39","2017-02-11 15:53:39"
1542,wardrobe,62,159,0,0,NULL,"2017-02-11 15:53:39","2017-02-11 15:53:39"
1543,studytablechair,62,159,0,0,NULL,"2017-02-11 15:53:39","2017-02-11 15:53:39"
1544,attachedbathroom,62,159,0,0,NULL,"2017-02-11 15:53:39","2017-02-11 15:53:39"
1545,mirror,62,0,142,0,NULL,"2017-02-11 15:53:39","2017-02-11 15:53:39"
1547,geyser,62,0,142,0,NULL,"2017-02-11 15:53:39","2017-02-11 15:53:39"
1548,bed,62,160,0,0,NULL,"2017-02-11 15:53:39","2017-02-11 15:53:39"
1549,wardrobe,62,160,0,0,NULL,"2017-02-11 15:53:39","2017-02-11 15:53:39"
1550,studytablechair,62,160,0,0,NULL,"2017-02-11 15:53:39","2017-02-11 15:53:39"
1551,attachedbathroom,62,160,0,0,NULL,"2017-02-11 15:53:39","2017-02-11 15:53:39"
1552,mirror,62,0,143,0,NULL,"2017-02-11 15:53:39","2017-02-11 15:53:39"
1554,geyser,62,0,143,0,NULL,"2017-02-11 15:53:39","2017-02-11 15:53:39"
1555,callingbell,62,0,144,,NULL,"2017-02-11 16:11:11","2017-02-11 16:11:11"
1556,washbasin,62,0,138,,NULL,"2017-02-11 16:11:11","2017-02-11 16:11:11"
1557,kitchencabinets,62,0,138,,NULL,"2017-02-11 16:11:11","2017-02-11 16:11:11"
1558,tv,63,0,0,0,NULL,"2017-02-14 20:20:15","2017-02-14 20:20:15"
1559,carparking,63,0,0,0,NULL,"2017-02-14 20:20:15","2017-02-14 20:20:15"
1563,washbasin,63,0,146,0,NULL,"2017-02-14 20:20:15","2017-02-14 20:20:15"
1567,bed,63,161,0,0,NULL,"2017-02-14 20:20:15","2017-02-14 20:20:15"
1568,wardrobe,63,161,0,0,NULL,"2017-02-14 20:20:15","2017-02-14 20:20:15"
1569,studytablechair,63,161,0,0,NULL,"2017-02-14 20:20:15","2017-02-14 20:20:15"
1570,sharedbathroom,63,161,0,0,NULL,"2017-02-14 20:20:15","2017-02-14 20:20:15"
1571,washbasin,63,0,147,0,NULL,"2017-02-14 20:20:15","2017-02-14 20:20:15"
1572,mirror,63,0,147,0,NULL,"2017-02-14 20:20:15","2017-02-14 20:20:15"
1573,geyser,63,0,147,0,NULL,"2017-02-14 20:20:15","2017-02-14 20:20:15"
1574,bed,63,162,0,0,NULL,"2017-02-14 20:20:15","2017-02-14 20:20:15"
1575,wardrobe,63,162,0,0,NULL,"2017-02-14 20:20:15","2017-02-14 20:20:15"
1576,studytablechair,63,162,0,0,NULL,"2017-02-14 20:20:15","2017-02-14 20:20:15"
1577,sharedbathroom,63,162,0,0,NULL,"2017-02-14 20:20:15","2017-02-14 20:20:15"
1578,bed,63,163,0,0,NULL,"2017-02-14 20:20:15","2017-02-14 20:20:15"
1579,wardrobe,63,163,0,0,NULL,"2017-02-14 20:20:15","2017-02-14 20:20:15"
1580,studytablechair,63,163,0,0,NULL,"2017-02-14 20:20:15","2017-02-14 20:20:15"
1581,attachedbathroom,63,163,0,0,NULL,"2017-02-14 20:20:15","2017-02-14 20:20:15"
1582,washbasin,63,0,149,0,NULL,"2017-02-14 20:20:15","2017-02-14 20:20:15"
1583,mirror,63,0,149,0,NULL,"2017-02-14 20:20:15","2017-02-14 20:20:15"
1584,washbasin,63,0,145,,NULL,"2017-02-14 20:24:55","2017-02-14 20:24:55"
1594,lift,64,0,0,0,NULL,"2017-02-17 21:54:58","2017-02-17 21:54:58"
1595,carparking,64,0,0,0,NULL,"2017-02-17 21:54:58","2017-02-17 21:54:58"
1598,washbasin,64,0,191,0,NULL,"2017-02-17 21:54:58","2017-02-17 21:54:58"
1602,wardrobe,64,165,0,0,NULL,"2017-02-17 21:54:58","2017-02-17 21:54:58"
1603,attachedbathroom,64,165,0,0,NULL,"2017-02-17 21:54:58","2017-02-17 21:54:58"
1604,washbasin,64,0,192,0,NULL,"2017-02-17 21:54:58","2017-02-17 21:54:58"
1605,mirror,64,0,192,0,NULL,"2017-02-17 21:54:58","2017-02-17 21:54:58"
1606,geyser,64,0,192,0,NULL,"2017-02-17 21:54:58","2017-02-17 21:54:58"
1607,wardrobe,64,166,0,0,NULL,"2017-02-17 21:54:58","2017-02-17 21:54:58"
1608,attachedbathroom,64,166,0,0,NULL,"2017-02-17 21:54:58","2017-02-17 21:54:58"
1609,balcony,64,166,0,0,NULL,"2017-02-17 21:54:58","2017-02-17 21:54:58"
1610,dressingtable,64,166,0,0,NULL,"2017-02-17 21:54:58","2017-02-17 21:54:58"
1611,mirror,64,0,193,0,NULL,"2017-02-17 21:54:58","2017-02-17 21:54:58"
1612,geyser,64,0,193,0,NULL,"2017-02-17 21:54:58","2017-02-17 21:54:58"
1613,wardrobe,64,167,0,0,NULL,"2017-02-17 21:54:58","2017-02-17 21:54:58"
1614,attachedbathroom,64,167,0,0,NULL,"2017-02-17 21:54:58","2017-02-17 21:54:58"
1615,balcony,64,167,0,0,NULL,"2017-02-17 21:54:58","2017-02-17 21:54:58"
1616,mirror,64,0,194,0,NULL,"2017-02-17 21:54:58","2017-02-17 21:54:58"
