id,name,objecttype,primaryid,path,url,size,created_at,updated_at
1766,Sachin.png,user,347,/home/yorprod/siteapi/public/uploadtemp/2016/10/01/org_57ef439c3ee63.png,https://api.yourownroom.com/uploadtemp/2016/10/01/org_57ef439c3ee63.png,org,"2016-10-01 14:33:24","2016-10-01 14:33:24"
1767,Sachin.png,user,347,/home/yorprod/siteapi/public/uploadtemp/2016/10/01/big_57ef439c3ee63.png,https://api.yourownroom.com/uploadtemp/2016/10/01/big_57ef439c3ee63.png,big,"2016-10-01 14:33:24","2016-10-01 14:33:24"
1768,Sachin.png,user,347,/home/yorprod/siteapi/public/uploadtemp/2016/10/01/med_57ef439c3ee63.png,https://api.yourownroom.com/uploadtemp/2016/10/01/med_57ef439c3ee63.png,med,"2016-10-01 14:33:24","2016-10-01 14:33:24"
1769,Sachin.png,user,347,/home/yorprod/siteapi/public/uploadtemp/2016/10/01/thb_57ef439c3ee63.png,https://api.yourownroom.com/uploadtemp/2016/10/01/thb_57ef439c3ee63.png,thb,"2016-10-01 14:33:24","2016-10-01 14:33:24"
1770,Sachin.png,user,347,/home/yorprod/siteapi/public/uploadtemp/2016/10/01/icn_57ef439c3ee63.png,https://api.yourownroom.com/uploadtemp/2016/10/01/icn_57ef439c3ee63.png,icn,"2016-10-01 14:33:24","2016-10-01 14:33:24"
1796,Elevation.jpg,property,33,/home/yorprod/siteapi/public/uploadtemp/2016/10/05/org_57f5184a64980.jpg,https://api.yourownroom.com/uploadtemp/2016/10/05/org_57f5184a64980.jpg,org,"2016-10-06 00:42:10","2016-10-06 00:42:10"
1797,Elevation.jpg,property,33,/home/yorprod/siteapi/public/uploadtemp/2016/10/05/big_57f5184a64980.jpg,https://api.yourownroom.com/uploadtemp/2016/10/05/big_57f5184a64980.jpg,big,"2016-10-06 00:42:10","2016-10-06 00:42:10"
1798,Elevation.jpg,property,33,/home/yorprod/siteapi/public/uploadtemp/2016/10/05/med_57f5184a64980.jpg,https://api.yourownroom.com/uploadtemp/2016/10/05/med_57f5184a64980.jpg,med,"2016-10-06 00:42:10","2016-10-06 00:42:10"
1799,Elevation.jpg,property,33,/home/yorprod/siteapi/public/uploadtemp/2016/10/05/thb_57f5184a64980.jpg,https://api.yourownroom.com/uploadtemp/2016/10/05/thb_57f5184a64980.jpg,thb,"2016-10-06 00:42:10","2016-10-06 00:42:10"
1800,Elevation.jpg,property,33,/home/yorprod/siteapi/public/uploadtemp/2016/10/05/icn_57f5184a64980.jpg,https://api.yourownroom.com/uploadtemp/2016/10/05/icn_57f5184a64980.jpg,icn,"2016-10-06 00:42:10","2016-10-06 00:42:10"
1811,big_57d6d2cfcdf04.JPG,property,33,/home/yorprod/siteapi/public/uploadtemp/2016/10/05/org_57f5187e985e9.JPG,https://api.yourownroom.com/uploadtemp/2016/10/05/org_57f5187e985e9.JPG,org,"2016-10-06 00:43:02","2016-10-06 00:43:02"
1812,big_57d6d2cfcdf04.JPG,property,33,/home/yorprod/siteapi/public/uploadtemp/2016/10/05/big_57f5187e985e9.JPG,https://api.yourownroom.com/uploadtemp/2016/10/05/big_57f5187e985e9.JPG,big,"2016-10-06 00:43:02","2016-10-06 00:43:02"
1813,big_57d6d2cfcdf04.JPG,property,33,/home/yorprod/siteapi/public/uploadtemp/2016/10/05/med_57f5187e985e9.JPG,https://api.yourownroom.com/uploadtemp/2016/10/05/med_57f5187e985e9.JPG,med,"2016-10-06 00:43:02","2016-10-06 00:43:02"
1814,big_57d6d2cfcdf04.JPG,property,33,/home/yorprod/siteapi/public/uploadtemp/2016/10/05/thb_57f5187e985e9.JPG,https://api.yourownroom.com/uploadtemp/2016/10/05/thb_57f5187e985e9.JPG,thb,"2016-10-06 00:43:02","2016-10-06 00:43:02"
1815,big_57d6d2cfcdf04.JPG,property,33,/home/yorprod/siteapi/public/uploadtemp/2016/10/05/icn_57f5187e985e9.JPG,https://api.yourownroom.com/uploadtemp/2016/10/05/icn_57f5187e985e9.JPG,icn,"2016-10-06 00:43:02","2016-10-06 00:43:02"
1826,Elevation.jpg,property,34,/home/yorprod/siteapi/public/uploadtemp/2016/10/05/org_57f518e59e363.jpg,https://api.yourownroom.com/uploadtemp/2016/10/05/org_57f518e59e363.jpg,org,"2016-10-06 00:44:45","2016-10-06 00:44:45"
1827,Elevation.jpg,property,34,/home/yorprod/siteapi/public/uploadtemp/2016/10/05/big_57f518e59e363.jpg,https://api.yourownroom.com/uploadtemp/2016/10/05/big_57f518e59e363.jpg,big,"2016-10-06 00:44:45","2016-10-06 00:44:45"
