id,owner_id,name,flat_no,addressl1,locality,city,state,country,zipcode,sqftsuper,image,images,type,sharetype,baths,kitchens,washrooms,totalrooms,availrooms,rent,owner_rent,parkingcharges,deposite,maintenance,status,availfrom,availto,tenure,details,notes,cntrestaurants,cnthospitals,cntgyms,cnttheater,cntmalls,workdistance,latitude,longitude,blockname,gender,tag_as,commpercentage,tds,actualOSAmount,pendingOSAmount,amountRemark,minimumGuranteeIsActive,minimumGuranteeAmount,minimumGuranteeStart,minimumGuranteeEnd,propertyrules,parking_number,metatitle,metakeyword,metadescription,assign_to,golden,partner,showinhomepage,created_at,updated_at
42,133,"Stag Saptagiri, Kormangala",002,"1st Main Road, AVS Layout, Ejipura, Bengaluru",Koramangala,bengaluru,karnataka,india,560034,2000,0,,flat,0,3,1,3,3,1,40000,NULL,1500,160000,0,blocked,2016-10-15,2017-09-14,6,"Saptgiri apartments is an upscale residential complex situated at the heart of Koramangala and is the start-up capital of India. Home to some of the best malls, restaurants, theatres and pubs in the city, Koramangala is one of the most happening suburbs in Bangalore today. Centrally located within Koramangala, Saptgri is thus a very sought after residential address. This posh condominium is conveniently located for people who work in any of the MNCs along the inner ring road like Dell, IBM, Lenovo, Microsoft etc. as well as for those who work in the large number of IT companies in Embassy Golf Links. It is also well connected to Electronic City, Whitefield and MG Road. Our rooms in this delightful complex, are furnished elegantly and tenants can enjoy all the amenities that this complex has to offer like club house, gym, a swimming pool etc. ",,20,20,20,3,20,0,12.936612,77.629511,"Stag Saptagiri",1,managed,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,0,0,0,"2016-09-23 01:14:20","2018-10-22 00:11:06"
43,120,"Lakeshore Homes, Haralur Road","Lakeshore Homes","Lakeshore Homes Eastwood Twp, Haralur","Haralur Road",bengaluru,karnataka,india,560035,3000,0,,villa,0,3,1,3,3,3,60000,NULL,0,180000,0,blocked,2016-10-15,2017-09-14,6,"Situated just 20 mins away from the city and yet far away from maddening crowds and pollution, our spacious apartment in Lakeshore Homes Harluru, offrs you the best of both worlds. This luxurious community is aesthetically landscaped with silver oaks froming hedges between the plots.It comes with all the amenities such as 24 hr security, gym, clubhouse, pool, walking spaces etc.Close proximity to several malls, hospitals and eateries further add to its charm. Proximity to HSR layout, excellent connectivity to Sarjapur Road and easy access to Electronics City makes it a very sought after location especially for people in the IT industry since this locality boasts of IT giants like Infosys, Intel, Symphony, Cap Gemini, IBM, Wipro and Accenture.",,20,9,13,1,14,0,12.904061,77.671890,"Harlur Road",1,managed,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,NA,NULL,NULL,NULL,NULL,NULL,0,0,0,"2016-10-07 23:39:38","2019-01-04 00:11:06"
44,120,"Bannerghatta Rd (Lake Verandahs , 17th Floor)",1702,"Lake Verandahs, Begur - Hulimavu Road, Akshaya Gardens, Akshayanagar, Bengaluru, Karnataka 560076","Bannerghatta Main Rd",bengaluru,karnataka,india,560076,2078,0,,flat,0,3,1,3,3,3,40700,NULL,NULL,122100,0,blocked,2016-10-07,2017-10-07,6,,,20,20,20,0,20,0,12.875207,77.609850,"Bannerghatta Main Rd",1,managed,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,NA,NULL,NULL,NULL,NULL,NULL,0,0,0,"2016-10-08 00:07:11","2018-09-22 00:11:08"
45,15,"The Green",0,"The Green, Attibele – Anekal Road, Bengaluru",0,bengaluru,karnataka,india,562106,850,0,,flat,0,0,0,0,2,2,0,NULL,0,0,0,blocked,2016-10-15,2017-09-15,6,0,,0,0,0,0,0,0,0,0,"Pine E",0,managed,0.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,,NULL,,,,NULL,0,0,0,"2016-10-15 21:36:19","2018-12-11 12:45:29"
46,434,"Aishwarya Opulence",B-303,"Outer Ring Road, Chandra Layout",Marathalli,bengaluru,karnataka,india,560037,1740,0,0,flat,0,3,0,3,3,3,36750,35000,0,105000,0,occupied,2016-11-20,2019-10-19,24,"Aishwarya Opulence Apartments is one of the popular Residential Developments in Marathahalli.  The Apartment has various modern amenities like Garden, Swimming Pool, Play Area, 24Hr Backup, Maintenance Staff etc.","Marketplace has been proposed to the customer",20,20,20,5,20,1,12.953672,77.699952,B,1,managed,0.00,10.00,0,0,,notactive,0,1970-01-01,1970-01-01,NA,0,,,,NULL,0,0,0,"2016-11-07 22:38:20","2018-12-07 00:11:16"
47,438,"Keerthi Heights",412,"Belatur, Kadugodi",Whitefield,bengaluru,karnataka,india,560067,1200,0,0,flat,0,2,0,2,2,2,25000,22000,0,0,2000,blocked,2018-04-05,2017-11-08,6,"Elegantly created 2 BHK home with premium specifications, in a pollution free environment. Keerthi Heights is located at Whitefield, near to the Sai Baba Ashram, ITPL, one of the prestigious IT park and the EPIP Zone housing leading IT majors like Oracle, TCS, IGATE, GE etc., is just 5 kms away. Moreover it is just half a kilometer away from Kadugodi Railway station.",,20,18,6,2,13,0,13.008087,77.756746,0,1,marketplace,0.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2016-11-08 19:57:23","2018-12-31 00:11:12"
49,120,"Sandeep Vihar A1, Kannamangala",904,"#904, A1, AWHO Sandeep Vihar, Whitefield-Hoskote Rd, Kannamangala, Whitefield",Whitefield,bengaluru,karnataka,india,560067,2400,0,,flat,0,3,1,3,1,1,9900,NULL,1500,29700,0,blocked,2016-11-17,2017-10-16,6,"Our rooms at Sandeep Vihar, centrally located in Whitefield are cosy,well lit and tastefully furnished. The close proximity of tech parks like ITPL and EPIP, MNCs like SAP, Tesco, Oracle,HLL,GE and TCS and malls like the Forum value mall and Phoenix market city make these plush gated community apartments, very sought after for the urban youth. The apartment complex has swimming pool, Gymnasium, Club House and a tennis and badminton. With theatres, art galleries, glitzy malls and restaurants galore, Whitefield today is one of the most happening locations in Bangalore.Extensive city connectivity by BMTC and the presence of several tech parks and MNCs have added to the allure of this place.",,20,7,12,2,7,0,13.020816,77.761856,A,1,managed,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,NA,NULL,NULL,NULL,NULL,NULL,0,0,0,"2016-11-14 13:29:01","2019-01-04 00:11:15"
50,0,"Sonesta Cosmos",NULL,"10th Main, 13th Cross, Malleshpalya",,bengaluru,Karanataka,INDIA,560075,1228,0,,flat,0,0,0,0,2,2,0,NULL,0,0,0,blocked,2016-11-15,2017-10-15,6,,,20,20,20,0,20,0,12.976922,77.678329,Tulip,0,managed,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,0,0,0,"2016-11-15 15:04:18","2018-09-22 00:11:16"
51,467,"Studio Room in New Thippasandra",1028/1,"Gitanjali Layout, HAL III Stage","New Thippasandra",bengaluru,karnataka,india,560075,600,0,0,house,0,1,0,1,1,1,18000,NULL,0,54000,0,blocked,2016-11-20,2017-10-19,11,,,20,20,20,1,20,0,12.972803,77.655353,0,0,managed,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2016-11-15 18:59:59","2018-12-13 00:11:26"
52,478,"Cosmos, Magarpatta City",803,"Magarpatta City, Hadapsar","Magarpatta City",pune,maharashtra,india,411028,1040,0,0,flat,0,2,0,2,2,3,30000,10000,500,90000,0,blocked,2016-12-05,2017-11-20,11,"Cosmos Apartments, Magarpatta is in Magarpatta cyber city which is a big IT Park has multiple IT Offices. The township has multiple facilities like Mall, Eating Joints, Gym, Club House, Offices. It is merely 7km from the Pune station & Airport and 3km from the Koregaon park. ",,20,20,20,1,20,0,18.510025,73.929418,0,2,managed,0.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2016-11-20 12:26:32","2018-12-11 12:41:55"
53,0,"Konark Orchid",NULL,Wagholi,,pune,Maharashtra,INDIA,412207,1273,0,,flat,0,0,0,0,2,2,0,NULL,0,0,0,blocked,2016-11-23,2017-10-23,6,,"Fully furnished brand new apartment in Konark orchid. I want to rent it out.",0,0,0,0,0,0,,,E,0,managed,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,0,0,0,"2016-11-23 04:36:47","2016-11-23 04:36:47"
54,528,"Pavani Pleasant",A-001,"Prasanth Layout, Prasanth Extension ,Whitefield",Whitefield,bengaluru,karnataka,india,560066,1530,0,0,flat,0,3,1,3,3,1,45000,42000,750,135000,0,blocked,2018-03-08,2017-12-16,11,"Elegantly created 3 BHK home with premium specifications, in the heart of IT hub. Pavani Pleasant is located at Whitefield, and ITPL, one of the prestigious IT park and the EPIP Zone housing leading IT majors like Oracle, TCS, IGATE, GE etc., is just 1.5 kms away. Moreover it is just half a kilometer away from GR Tech Park.",,20,7,9,0,20,0,12.982625,77.746682,0,1,marketplace,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2016-12-05 11:05:51","2018-12-28 00:11:29"
55,301,"Adarsh Palm Retreat, T 5",U-901,"Tower 5, Maple, Bellandur",Bellandur,bengaluru,karnataka,india,560103,1678,0,0,flat,0,3,0,3,3,1,35000,45000,0,135000,0,partial,2018-04-17,2017-11-30,11,"Located on Outer Ring Road between Sarjapur Road and Marathalli, in close proximity to MNCs like Intel, CISCO, J P Morgan, Accenture, Cap Gemini Honeywell, Inmobi, Amadeus and Wipro, and hubs like Ecospace, Prestige tech park, Adarsh Palm Retreat is a centrally located, plush and green gated community with all amenities.Our rooms in this delightful residential community, are furnished with tastefully done adequate wood work, furniture and appliances.","Need to sell for 17000-19000 per room",20,7,9,0,17,0,12.917103,77.689970,U,1,marketplace,12.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,"Adarsh Palm Retreat, T 5 , YourOwnRoom","Adarsh Palm Retreat, T 5 , YourOwnRoom , Bengaluru","Adarsh Palm Retreat, T 5 , YourOwnRoom, Bengaluru, Pune",NULL,0,0,0,"2016-12-06 03:26:05","2019-01-03 00:11:26"
56,557,"Vaswani Reserve",F-902,"Panathur Main Road, Marathahalli-Sarjapur Outer Ri",Kadubeesanahalli,bengaluru,karnataka,india,560103,0,0,0,flat,0,5,0,5,4,1,68000,67000,0,165000,0,partial,2018-02-28,2018-11-19,11,"Vaswani Reserve, is a sprawling luxury enclave of magnificent Apartments in Bangalore, elevating the contemporary lifestyle. Located on Panathur Main Road, off Outer Ring Road between Sarjapur Road and Marathalli, in close proximity to MNCs like Intel, CISCO, J P Morgan, Accenture, Cap Gemini, Honeywell, Inmobi, Amadeus and Wipro, and hubs like Cessna Business Park and Prestige tech park, Vaswani Reserve is a centrally located, plush and meticulously designed with unbound convenience & the best of amenities with an effortless blend of modernity and elegance. ",,20,16,17,0,11,0,12.937827,77.699428,0,1,marketplace,14.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2016-12-16 10:32:58","2019-01-04 00:11:28"
57,587,"Provident Harmony",401,"Chokkanahalli Rd, Chokkanahalli",Chokkanahalli,bengaluru,karnataka,india,560077,1241,0,0,flat,0,2,0,2,3,3,30000,27000,750,90000,0,blocked,2017-08-31,2018-07-30,6,"OWNER ended contract on 31-OCT-2017",,6,1,0,0,2,0,13.081106,77.625247,A7,0,marketplace,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2016-12-23 20:10:43","2019-01-01 00:11:31"
58,632,"Sobha Habitech",J2-3024,"Sobha habitech, near hopefarm junction, channasand",Whitefield,bengaluru,karnataka,india,560066,1852,0,0,flat,0,3,0,3,3,4,40000,47000,0,120000,0,available,2018-02-12,2019-12-12,22,"Sobha Habitech, is one of the best designed apartments containing the facilities of all kind soothe and ease. These apartments are the very magnificent bunch of ultra modern amenities, such as, well equipped gym, multipurpose hall, library, TT, Badminton court and many more amenities, which will bring console in your life. SOBHA HABITECH, offers you close connectivity to the various part of the city, like ITPL and Sai Baba Ashram at Whitefield.","Owner wants 40k in hand",20,7,7,0,19,0,12.982727,77.755101,0,1,marketplace,14.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-01-06 17:07:48","2019-01-03 00:11:31"
61,478,"Jasmanium G",G-604,"Jasminium Building Beside Irish Society,Magarpata,Pune","Magarpatta City",pune,maharashtra,india,"411028 ",1280,0,0,flat,0,2,0,2,2,1,34000,29000,0,70000,0,blocked,2018-06-18,2019-01-01,11,"Jasminium one of the exclusive 28 neighbourhoods located in Phase-II of Magarpatta City brings with it a promise of a good comfortable life. The wonderfully designed 2 bedroom apartments are a hallmark of luxury and comfort offering premium amenities within an out of the world locale of Magarpatta City.",,20,20,20,0,19,0,18.511552,73.922345,0,2,managed,0.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-01-19 19:59:37","2018-12-29 00:11:40"
62,776,"Vaswani Reserve",F-502,"panathur main road marathali, srjapur outer ring road",Kadubeesanhalli,bengaluru,karnataka,india,560103,3435,0,0,flat,0,0,0,0,4,0,57000,57000,0,171000,0,occupied,2017-02-16,2020-04-01,11,"Vaswani Reserve, is a sprawling luxury enclave of magnificent Apartments in Bangalore, elevating the contemporary lifestyle. Located on Panathur Main Road, off Outer Ring Road between Sarjapur Road and Marathalli, in close proximity to MNCs like Intel, CISCO, J P Morgan, Accenture, Cap Gemini, Honeywell, Inmobi, Amadeus and Wipro, and hubs like Cessna Business Park and Prestige tech park, Vaswani Reserve is a centrally located, plush and meticulously designed with unbound convenience & the best of amenities with an effortless blend of modernity and elegance. ",,20,16,17,0,11,0,12.937191,77.699105,0,1,managed,0.00,10.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-02-11 15:53:39","2019-06-18 11:44:18"
63,759,"Sri Balaji  Nilayam GF",#8,"#8, 2nd Cross, Income Tax Layout, Sadanand Nagar","NGEF Layout",bengaluru,karnataka,india,560038,1350,0,0,house,0,2,0,2,3,3,35000,33000,0,99000,0,blocked,2017-02-10,2018-01-10,11,"Our rooms at Sri Balaji Nilayam, centrally located in NGEF Layout are cosy,well lit and tastefully furnished. The close proximity to tech parks like RMZ Infinity and malls like Gopalan Mall and More Megastore make it very sought after for the urban youth. Its proximity to Byappanahalli Metro Station have added to the allure of this place.",,20,17,10,2,20,0,12.996604,77.656282,0,2,marketplace,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2017-02-14 20:20:15","2018-12-01 00:11:38"
64,774,"Kastle Krishna",302,"KHB Colony Main Rd","Sultan Palya",bengaluru,karnataka,india,560032,3000,0,0,flat,0,4,0,4,4,4,60000,50000,0,150000,0,blocked,2017-02-15,2018-01-15,11,"Elegantly created 4 BHK duplex home with premium specifications, in near proximity of IT hub. Kastle Krishna is located at Sultan Playa, just 3 kms away from manyata Tech Pak. Elegantly furnished apartment is an ideal place for singles to stay.",,20,20,20,4,20,0,13.027386,77.6051685,0,0,marketplace,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2017-02-17 21:54:58","2018-09-22 00:11:37"
65,819,"Hiranandani Lake Verandahs",B1702,"Begur - Hulimavu Rd, Akshaya Gardens, Akshayanagar","Bannerghata Road",bengaluru,karnataka,india,560076,2000,0,0,flat,0,3,0,3,3,3,36000,36000,0,108000,0,blocked,2017-02-28,2018-01-28,11,"Hiranandani Lake Verandahs is one of the popular residential developments in Bannerghatta Road, neighborhood of Bangalore. Located in close proximity to MNCs like Honeywell, Oracle and IBM make these plush gated community apartments, very sought after for the urban youth.. Our rooms in this delightful residential community, are furnished with tastefully done adequate wood work, furniture and appliances.",,20,20,20,0,20,0,12.874537,77.609565,0,0,managed,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2017-02-27 22:00:31","2018-09-22 00:11:39"
66,827,"Shanders Alta Vista (F1)",2C3,"Veer Sandra, Electronic City","Electronics City Phase 1",bengaluru,karnataka,india,560100,1800,0,0,flat,0,3,0,3,3,3,54000,0,0,0,0,blocked,2017-03-01,2018-02-01,11,"Elegantly created 3 BHK home with all modern amenities that meet the needs of singles’ unique life style. Located at Veerasandra, just 1 km away from the Electronics City and 0.4 kms from entrance to the elevated expressway and close proximity to reputed educational institutions, world class IT companies like Infosys, Wipro, HCL, Satyam, TCS etc., hospitals & social infrastructure make these plush gated community apartments, very sought after for the urban youth.",NA,20,10,5,0,12,0,12.838127,77.673622,Shanders,0,marketplace,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2017-03-01 12:58:16","2018-12-07 00:11:50"
67,827,"Shanders Alta Vista (F2)",2C3,"Electronic City Phase I","Electronics City Phase 1",bengaluru,karnataka,india,560100,1800,0,0,flat,0,3,0,3,3,3,54000,0,0,0,0,blocked,2017-03-01,2018-02-01,11,"Elegantly created 3 BHK home with all modern amenities that meet the needs of singles’ unique life style. Located at Veerasandra, just 1 km away from the Electronics City and 0.4 kms from entrance to the elevated expressway and close proximity to reputed educational institutions, world class IT companies like Infosys, Wipro, HCL, Satyam, TCS etc., hospitals & social infrastructure make these plush gated community apartments, very sought after for the urban youth.",NA,20,10,5,0,12,0,12.838127,77.673622,Shanders,0,marketplace,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2017-03-01 12:58:16","2018-12-07 00:11:52"
68,827,"Shanders Alta Vista (F3)",2C3,"Electronic City Phase I","Electronics City Phase 1,",bengaluru,karnataka,india,560100,1800,0,0,flat,0,3,0,3,3,3,54000,0,0,0,0,blocked,2017-03-01,2018-02-01,11,"Elegantly created 3 BHK home with all modern amenities that meet the needs of singles’ unique life style. Located at Veerasandra, just 1 km away from the Electronics City and 0.4 kms from entrance to the elevated expressway and close proximity to reputed educational institutions, world class IT companies like Infosys, Wipro, HCL, Satyam, TCS etc., hospitals & social infrastructure make these plush gated community apartments, very sought after for the urban youth.",NA,20,10,5,0,12,0,12.838127,77.673622,Shanders,0,marketplace,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2017-03-01 12:58:16","2018-12-07 00:11:53"
69,827,"Shanders Alta Vista (F4)",2C3,"Electronic City Phase I","Electronics City Phase 1,",bengaluru,karnataka,india,560100,1800,0,0,flat,0,3,0,3,3,3,54000,0,0,0,0,blocked,2017-03-01,2018-02-01,11,"Elegantly created 3 BHK home with all modern amenities that meet the needs of singles’ unique life style. Located at Veerasandra, just 1 km away from the Electronics City and 0.4 kms from entrance to the elevated expressway and close proximity to reputed educational institutions, world class IT companies like Infosys, Wipro, HCL, Satyam, TCS etc., hospitals & social infrastructure make these plush gated community apartments, very sought after for the urban youth.",NA,20,10,5,0,12,0,12.838127,77.673622,Shanders,0,marketplace,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2017-03-01 12:58:16","2018-12-07 00:11:55"
70,827,"Shanders Alta Vista (F5)",2C3,"Electronic City Phase I","Electronics City Phase 1,",bengaluru,karnataka,india,560100,1800,0,0,flat,0,3,0,3,3,3,54000,0,0,0,0,blocked,2017-03-01,2018-02-01,11,"Elegantly created 3 BHK home with all modern amenities that meet the needs of singles’ unique life style. Located at Veerasandra, just 1 km away from the Electronics City and 0.4 kms from entrance to the elevated expressway and close proximity to reputed educational institutions, world class IT companies like Infosys, Wipro, HCL, Satyam, TCS etc., hospitals & social infrastructure make these plush gated community apartments, very sought after for the urban youth.",NA,20,10,5,0,12,0,12.838127,77.673622,Shanders,0,marketplace,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2017-03-01 12:58:16","2018-12-23 00:11:48"
71,827,"Shanders Alta Vista (F6)",2C3,"Electronic City Phase I","Electronics City Phase 1,",bengaluru,karnataka,india,560100,1800,0,0,flat,0,3,0,3,3,3,54000,0,0,0,0,blocked,2017-03-01,2018-02-01,11,"Elegantly created 3 BHK home with all modern amenities that meet the needs of singles’ unique life style. Located at Veerasandra, just 1 km away from the Electronics City and 0.4 kms from entrance to the elevated expressway and close proximity to reputed educational institutions, world class IT companies like Infosys, Wipro, HCL, Satyam, TCS etc., hospitals & social infrastructure make these plush gated community apartments, very sought after for the urban youth.",NA,20,10,5,0,12,0,12.838127,77.673622,Shanders,0,marketplace,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2017-03-01 12:58:16","2018-12-07 00:11:58"
72,827,"Shanders Alta Vista (F7)",2C3,"Electronic City Phase I","Electronics City Phase 1,",bengaluru,karnataka,india,560100,1800,0,0,flat,0,3,0,3,3,3,54000,0,0,0,0,blocked,2017-03-01,2018-02-01,11,"Elegantly created 3 BHK home with all modern amenities that meet the needs of singles’ unique life style. Located at Veerasandra, just 1 km away from the Electronics City and 0.4 kms from entrance to the elevated expressway and close proximity to reputed educational institutions, world class IT companies like Infosys, Wipro, HCL, Satyam, TCS etc., hospitals & social infrastructure make these plush gated community apartments, very sought after for the urban youth.",NA,20,10,5,0,12,0,12.838127,77.673622,Shanders,0,marketplace,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2017-03-01 12:58:16","2018-12-07 00:11:59"
73,827,"Shanders Alta Vista (F8)",2C3,"Electronic City Phase I","Electronics City Phase 1,",bengaluru,karnataka,india,560100,1800,0,0,flat,0,3,0,3,3,3,54000,0,0,0,0,blocked,2017-03-01,2018-02-01,11,"Elegantly created 3 BHK home with all modern amenities that meet the needs of singles’ unique life style. Located at Veerasandra, just 1 km away from the Electronics City and 0.4 kms from entrance to the elevated expressway and close proximity to reputed educational institutions, world class IT companies like Infosys, Wipro, HCL, Satyam, TCS etc., hospitals & social infrastructure make these plush gated community apartments, very sought after for the urban youth.",NA,20,10,5,0,12,0,12.838127,77.673622,Shanders,0,marketplace,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2017-03-01 12:58:16","2018-12-07 00:12:01"
74,827,"Shanders Alta Vista (F9)",2C3,"Electronic City Phase I","Electronics City Phase 1,",bengaluru,karnataka,india,560100,1800,0,0,flat,0,3,0,3,3,3,54000,0,0,0,0,blocked,2017-03-01,2018-02-01,11,"Elegantly created 3 BHK home with all modern amenities that meet the needs of singles’ unique life style. Located at Veerasandra, just 1 km away from the Electronics City and 0.4 kms from entrance to the elevated expressway and close proximity to reputed educational institutions, world class IT companies like Infosys, Wipro, HCL, Satyam, TCS etc., hospitals & social infrastructure make these plush gated community apartments, very sought after for the urban youth.",NA,20,10,5,0,12,0,12.838127,77.673622,Shanders,0,marketplace,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2017-03-01 12:58:16","2018-12-07 00:12:02"
75,827,"Shanders Alta Vista (F10)",2C3,"Electronic City Phase I","Electronics City Phase 1,",bengaluru,karnataka,india,560100,1800,0,0,flat,0,3,0,3,3,3,54000,0,0,0,0,blocked,2017-03-01,2018-02-01,11,"Elegantly created 3 BHK home with all modern amenities that meet the needs of singles’ unique life style. Located at Veerasandra, just 1 km away from the Electronics City and 0.4 kms from entrance to the elevated expressway and close proximity to reputed educational institutions, world class IT companies like Infosys, Wipro, HCL, Satyam, TCS etc., hospitals & social infrastructure make these plush gated community apartments, very sought after for the urban youth. ",NA,20,10,5,0,12,0,12.838127,77.673622,Shanders,0,marketplace,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2017-03-01 12:58:16","2018-12-07 00:12:04"
76,828,"Parijatha Apartment","B2 E4","Parijatha Avenue, Bellandur",Bellandur,bengaluru,karnataka,india,560103,1650,0,0,flat,0,2,1,2,3,0,35000,0,0,105000,0,blocked,2017-01-15,2017-12-15,11,"Parijatha Apartments is located in Green Glen Layout, Bellandur. Behind Soul Space Spirit Bangalore Central mall. In close proximity to the best of healthcare and educational institutions and finest malls and within a radius of 3 KM from MNCs like Intel, CISCO, J P Morgan, Accenture, Cap Gemini Honeywell, Inmobi, Amadeus and Wipro, and hubs like Ecospace, Prestige tech park.",,20,20,20,2,20,0,12.926916,77.672716,0,1,marketplace,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2017-03-01 16:47:28","2018-10-07 00:11:53"
77,862,Butterfly,1,opp,Rahatani,pune,maharashtra,india,411027,5000,0,0,flat,0,5,0,5,9,9,7500,5500,0,22500,0,blocked,2017-03-17,2018-02-17,11,,"5500 per bed includes maintenance, Electricity",20,20,18,0,17,0,18.602806,73.797667,0,0,marketplace,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2017-03-07 15:55:24","2018-12-04 00:12:04"
78,871,"Global Procesio",204,"S.No. 62, near EON IT PARK, Kharadi",Kharadi,pune,maharashtra,india,411014,0,0,0,flat,0,3,0,3,3,1,8500,35000,0,25500,0,blocked,2017-04-01,2018-02-28,6,"Global Precioso a residential project of Global Group, located at Kharadi, Pune.  It‚Äôs a 3 BHK Luxurious Apartments with excellent amenities such as Club House and Landscape Gardens.",,20,10,20,0,20,0,18.557601,73.951922,0,1,managed,0.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-03-08 00:00:00","2018-12-11 12:42:17"
79,759,"Sri Balaji  Nilayam Duplex",#8,"#8, 2nd Cross, Income Tax Layout, Sadanand Nagar","NGEF Layout",bengaluru,karnataka,india,560038,2700,0,0,flat,0,4,0,4,4,4,0,50000,0,144000,0,blocked,2017-03-20,2018-03-19,11,,,20,17,10,2,20,0,12.996604,77.656282,0,2,marketplace,NULL,NULL,NULL,NULL,NULL,notactive,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,"2017-03-20 17:03:00","2018-12-01 00:12:05"
80,910,"ND Gipfel",B-307,"Near Kalena Agrahara Bus Stop, behind Purva  Panorama Apartment","Bannerghatta Road",bengaluru,karnataka,india,560076,1300,0,0,flat,0,2,0,2,2,0,28000,26000,0,78000,0,occupied,2017-03-30,2018-03-02,11,"Located on Bannerghatta Road ND Gipfel has unique feature of Roof top swimming pool, Gym, Landscaping and Clubhouse. Our rooms in this delightful residential community, are furnished with tastefully done adequate wood work, furniture and appliances.",,20,16,12,1,13,0,12.865010,77.592802,0,0,marketplace,14.00,0.00,0,0,,notactive,0,1970-01-01,1970-01-01,0,0,,,,NULL,0,0,0,"2017-03-23 16:47:48","2019-01-02 00:12:10"
